scorer,,,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice,mice
individuals,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
bodyparts,,,L_ear,L_ear,R_ear,R_ear,nose,nose,T_base,T_base,cntr,cntr,L_flnk,L_flnk,R_flnk,R_flnk,T_end,T_end,T_mid,T_mid,L_ear,L_ear,R_ear,R_ear,nose,nose,T_base,T_base,cntr,cntr,L_flnk,L_flnk,R_flnk,R_flnk,T_end,T_end,T_mid,T_mid,L_ear,L_ear,R_ear,R_ear,nose,nose,T_base,T_base,cntr,cntr,L_flnk,L_flnk,R_flnk,R_flnk,T_end,T_end,T_mid,T_mid,L_ear,L_ear,R_ear,R_ear,nose,nose,T_base,T_base,cntr,cntr,L_flnk,L_flnk,R_flnk,R_flnk,T_end,T_end,T_mid,T_mid
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.13.01.633.jpg,163.47054591528874,85.1099689286075,169.84134579899657,94.0655798321794,176.47943146861064,85.61710716176148,,,152.38147555113397,103.2981095333133,146.72353760728382,100.30459020374494,158.70923727988634,106.49262738057722,210.08261734559207,122.61258011519637,187.94521580703497,121.22138484423695,109.21354316174805,346.6829774335471,107.1627594924793,329.97860407627184,93.80509176523535,343.2955236095079,137.85784211812876,341.485136608704,114.82184992198404,335.77240632917193,115.05781187294983,341.80702966518476,114.21838758838277,329.4641390362305,175.87596913500934,364.41670528555267,157.07478036766284,350.9554628683081,408.62471705368955,218.15078392326907,395.3540337337789,208.7786964911039,391.2298527184174,224.96194936673575,416.0539779083186,193.6368648763905,404.9222944713957,210.36734874260003,409.5502106789274,213.14461036430788,400.61405745199863,207.90056365180345,446.8305569219839,163.4637481963265,422.8892857131418,171.7149987315353,161.21408179563164,137.43748382515128,162.16139920638034,128.19989369381182,148.1167017893505,129.0663951810536,197.25675806750803,128.11221397593164,173.38816767147063,132.2487705932604,173.309021159776,139.54052666598932,173.24439040595294,125.04302482659938,239.23951416314372,107.34175117140754,219.67940792300885,121.82141528065159
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.13.43.300.jpg,327.36267090211715,143.67901924255278,320.15350491266906,151.15017139474435,335.19002520574713,156.22220019311118,285.102651516841,125.44562117944591,310.69738109298856,139.3218229550887,315.27233629971823,132.84536913248837,306.03817806556543,146.13526806046312,243.08234088897217,95.25683053961667,264.4972524565173,109.66448889074583,265.10689149794524,369.66976204156373,274.6815759493016,369.7567546728973,270.06434227636106,360.6564675320833,267.6513636964979,399.6592886894155,268.9002935247229,380.5065380860255,263.4199891180944,379.9108860640828,274.47774397265283,380.8980523038371,,,275.16720754949,414.7044867474228,316.2520357242341,402.96849457409957,319.5068683264872,411.9148702042933,326.16360842112175,404.15067579098354,278.5940939022953,419.9676219906374,302.30629516254436,412.9847157190248,300.37734727757766,406.73438545754783,304.84413640635745,419.5059127200463,241.8505856327579,426.9148018173423,259.6600874642859,423.4412119039899,307.2688477912527,302.6368731618522,299.4709454487836,295.57196120805287,295.6558793645732,310.10509526143744,336.73842604380764,267.3564156170479,313.87455144709963,286.7790823141705,320.23592497339,291.6244370161675,307.7251260365988,282.1633317611498,,,,
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.15.06.633.jpg,,,,,,,338.9579832956101,61.00467953917748,,,,,,,387.6912482290585,54.23706581449493,362.2810661902705,53.06252316105948,140.84827674836208,219.28220921298168,139.01915945917654,204.68954150602454,123.18967503368162,212.39244631758223,159.86405540489537,190.38359125741832,148.00643852737952,210.61390158006637,150.53764779374362,215.7509851698036,145.7113339710176,205.74031006702856,167.78662866863615,132.90204735105718,167.16551030184806,162.08018747970806,415.52538024179677,293.9020434047607,405.825579060912,294.2935450731746,411.82630967592297,303.20397043818286,416.2966577837298,250.44321752671448,411.5804300082157,276.208197376991,419.93435916638015,277.5853723183223,403.2127732613047,275.4260210787395,445.62363225478134,205.70611154841606,425.72797989142674,223.89087484825816,405.19165590349564,425.64629014566833,395.4367606285837,430.57348675176985,408.8124299051032,440.29117273570637,400.3756492316815,399.7952123767563,397.270262078243,422.0596508536183,402.59045119899264,420.5385962051242,392.1360470752051,423.6964927785846,378.76389051767137,356.5902995942236,402.4239367593917,372.21367141393944
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.23.34.966.jpg,285.8865050795373,286.6509575427913,276.65417884642306,278.1215915805696,273.7177604702204,291.4600515661138,309.59744691559143,257.26895235013717,291.54174131187233,274.57653844427364,296.9259143964539,280.102591183614,286.516393426557,269.6373006519707,338.8252472895091,244.99117725328037,323.88975909154505,251.02058746914778,137.98008670015253,325.3138981834932,146.1840702065229,335.5320096607071,149.32362645655306,327.6055029358746,,,129.083444384506,338.7614914753635,125.14144911167352,332.10962843747006,132.70657028210368,345.52898171481786,,,,,492.6121978876653,310.7493057890466,503.59676447451204,308.13559577286065,494.50408127648495,295.6219992550067,485.17703933363293,350.4834462878568,498.0100532036045,325.5360598249338,491.04521734371286,325.15927158770234,505.1868371792857,325.5537158581206,,,,,124.68323971581431,366.12612644565496,127.42186840985855,355.44626666954923,109.4951124388686,355.3647702815335,160.60901956588228,345.6907682984253,137.19856584806448,358.59968246961023,137.16135655708916,365.6236299527552,136.77549474355826,351.9988060909715,195.48525762212438,328.9119255403685,174.5799798614701,332.1914335496961
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.33.26.633.jpg,389.32627579410195,229.75692517458708,391.82780484638727,248.21494595133282,410.10360239299933,236.3107630235076,,,384.5420778753478,241.00476722033454,383.4228329260254,233.76476597929758,385.76915823006794,248.7786284561653,,,,,342.2827964491871,435.4545102621496,,,,,364.53985212452477,407.4546141973347,344.4241834399,425.3213041183181,349.4821984013919,430.27491557159897,339.5548198073128,421.0936358859226,400.02353405472456,369.67250685220375,384.41776120178486,391.6567581183037,331.9165381784736,419.50370518184275,323.0492839855252,428.931077433252,334.4202740922806,432.51628693109944,310.4480695280947,403.64175696963576,320.7646961587661,420.29008584114047,326.0433436909999,414.7806595697215,315.62551275217623,425.64043092004516,272.08265553688005,377.34215775326,298.6315663181496,382.68563903779136,496.6675114560355,369.55587701774306,502.96362440753813,374.4430800569284,503.06735602139105,365.7384320272432,478.9288626773398,400.1357850425162,492.61127421496013,383.6303539194922,486.55899484576054,380.2215280336739,498.2396573525807,386.90965175024195,484.78391991133026,407.0182008416869,470.12125780287727,417.0150743501652
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.46.37.455.jpg,329.53646623785704,334.51271338446196,325.5817437661417,347.75459956205344,336.25376793482997,344.4401596303943,296.91572282959936,329.4967058601853,316.6477566083079,338.3398338477822,319.8902754073644,331.0378187820142,313.9248533661591,345.59240226226046,266.99878150880255,311.31201992864,280.604162443292,321.488710087613,237.02329291206377,291.82586581763866,232.4260690577693,305.1089009512401,247.08452449996037,302.86354725822207,226.48255733682333,273.63431609172017,231.91028644204818,290.00518312527487,236.66403298172486,285.6193149430522,227.5983703889591,294.4047788962443,203.3721973270277,222.51537717137174,217.2518309998571,246.6573024126096,150.2743757644884,362.4343907461751,148.36944525143107,348.20747009901163,134.5843550908551,356.4031993073489,182.76336636951737,347.6916874832906,158.56464848507918,351.65288466485885,160.11199633224248,358.89786456526093,156.74739768990204,344.49215258515045,236.65030539297825,342.6886293787199,207.353985891716,343.3797714302014,132.06968249912717,359.3056510175577,122.77039061706468,361.5407090190159,134.66506797711926,371.7608251584561,148.29206122511084,321.827054959129,132.09312173012978,342.49611045702636,140.37309875916063,345.8675728937401,124.16043167543299,339.9034697896742,174.66904446780677,300.449697923817,165.0136471301863,314.32933159664645
labeled-data,BRAIN-wt.exp0051.day01.cam01,BRAIN-wt.exp0051.day01.cam01.mp4_snapshot_01.47.45.303.jpg,128.42110368539005,69.91820591132714,130.41383241867052,58.885248805269654,113.29124587623664,63.79791963986196,157.6920579725395,86.29640398353229,136.9792154537042,72.75970567066427,134.6636482763107,77.96598186217976,139.43903666674663,67.66733691090008,196.9534668102258,127.87807515933869,179.72362907431642,104.33308949770976,143.89246545414153,377.0894142911795,131.82321878211593,379.5032636255846,,,130.03143642679981,337.1800069816914,130.64172314539383,361.0790799926162,139.09376065851956,359.88910801240064,123.08803256031884,362.2775283163253,139.29200045518212,294.78814481162726,133.5320368460061,314.89083954381556,335.1524627675147,333.9582883357711,328.2401855634191,324.4950434403571,326.85964981267415,332.6110936720407,356.91466921539325,300.4496979238169,343.1159288343675,319.2378540415962,348.6525758742744,325.1446206202691,337.81234652663926,313.31227427044314,405.1916559034956,310.10509526143744,382.86354956024826,299.84623559021566,146.27393277477958,99.18764667750008,156.3208443302118,92.04324471558608,145.19653616264543,86.15580546782854,182.57881883215765,120.94467270091327,163.4765957755642,105.38840957607962,158.63860521826498,109.93439414078578,168.2966767712658,100.53173946426465,212.68717608873965,151.99796615992835,198.2865001430299,135.36300698183587
